画像URL,cassettemain_subimg_URL,支払総額,車両本体価格,年式,走行距離,車検,修復歴,保証,タイトル,色,都道府県,店舗
,,"274.2
																									万円","264.0
																								万円","2025
(R07)","70
km",2027(R09)年08月,なし,保証無,シエンタ 1.5 G,真珠Ｍ,新潟県,富江産業
,,"200
																									万円","193.6
																								万円","2019
(R01)","3.3
万km",2026(R08)年12月,なし,保証付,シエンタ ハイブリッド 1.5 ファンベース G ワンセグ　メモリーナビ　バックカメラ　衝突被害軽減システム　ETC　両側電動スライド　LEDヘッドランプ　ワンオーナー　記録簿,真珠Ｍ,群馬県,群馬トヨタ自動車 館林インター店
,,"244.1
																									万円","233.8
																								万円","2021
(R03)","2.1
万km",車検整備付,なし,保証付,シエンタ 1.5 G セーフティ エディション ワンオーナー　純正ナビTV　両側パワスラ　全方位モニター　デジタルインナーミラー　ビルトインETC2.0　LEDヘッドライト　前後ドラレコ　左右シートヒーター　トヨタセーフティーセンス,真珠,埼玉県,チューブ 蓮田店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6615272381/index.html,"299.8
																									万円","289.0
																								万円","2023
(R05)","2.2
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z トヨタ認定中古車　トヨタセーフティセンス　5人乗り　BSM　パノラミックビューモニター　ドライブレコーダー　AC100V　ETC,灰濃,石川県,（株）石川トヨペットカローラ 金沢南中央店中古車
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6794248124/index.html,"145.1
																									万円","138.0
																								万円","2017
(H29)","5.7
万km",2026(R08)年11月,なし,保証付,シエンタ 1.5 G オートエアコン　車線逸脱警報　横滑り防止装置　先進ライト　DVD再生機能　LEDヘッドライト　両側パワースライドドア　ETC　バックモニター　アイドリングストップ　イモビライザー　メモリーナビ　3列シート　CD,黒Ｍ,大阪府,大阪トヨペット（株） 名神吹田店
,,"316.6
																									万円","310.0
																								万円","2024
(R06)","1.1
万km",2027(R09)年04月,なし,保証付,シエンタ ハイブリッド 1.5 Z ・ディスプレーオーディオ・バックモニター・ETC,赤灰Ｍ,愛媛県,ネッツトヨタ愛媛 宇和島
,,"239.5
																									万円","230.0
																								万円","2022
(R04)","0.5
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G クエロ フルセグ　メモリーナビ　DVD再生　バックカメラ　衝突被害軽減システム　ETC　ドラレコ　両側電動スライド　LEDヘッドランプ　ウオークスルー　乗車定員7人　3列シート,黄,富山県,トヨタモビリティ富山 Ｓｅｕｌ高岡南・中古車Ｇａｒａｇｅ高岡
,,"164
																									万円","160.3
																								万円","2016
(H28)","5.2
万km",2027(R09)年11月,なし,保証無,シエンタ ハイブリッド 1.5 G トヨタセーフティセンス　オートLED　オートハイビーム　ナビ　地デジ　Bカメラ　B/T　ETC　ドラレコ　デジタルインナーミラー　モデリスタエアロ　AW　両側電動スライド　シートヒーター　スマートキー,黒Ｍ,福岡県,ＫＡＳＵＹＡ
,,"149
																									万円","137.0
																								万円","2017
(H29)","6
万km",2026(R08)年08月,なし,保証付,シエンタ ハイブリッド 1.5 G ETC/バックカメラ/両側電動スライドドア/TVナビ/後席モニター/Bluetooth/CD/DVD/シートヒーター/スマートキー/3列シート/,黒Ｍ,石川県,マネジメントシェア
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6809750922/index.html,"139.2
																									万円","132.0
																								万円","2016
(H28)","4.2
万km",2027(R09)年01月,なし,保証付,シエンタ ハイブリッド 1.5 G 純正メモリーナビ　バックカメラ　ワンセグTV　CD　Bluetooth　衝突軽減ブレーキ　横滑り防止システム　ドライブレコーダー　両側パワースライドドア　ETC　ドアバイザー,白真珠,神奈川県,（株）ホンダカーズ中央神奈川 Ａｕｔｏ　Ｇａｌｌｅｒｙ　渋谷
,,"115.9
																									万円","95.0
																								万円","2016
(H28)","8.9
万km",車検整備付,あり,保証付,シエンタ ハイブリッド 1.5 G ナビ　ETC　トヨタセーフティーセンス,白真珠,愛媛県,ＬａｂｅＬ（レイベル）
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6613239282/index.html,"278.7
																									万円","269.0
																								万円","2022
(R04)","5
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z 千葉県内販売/トヨタ認定中古車/ワンオーナー/ETC/安全運転サポートカー,真珠Ｍ,千葉県,ネッツトヨタ千葉 成東店
,,"74.8
																									万円","55.0
																								万円","2012
(H24)","6
万km",車検整備付,なし,保証付,シエンタ 1.5 ダイス リミテッド,黒Ｍ,東京都,スズキ東村山販売 有限会社金子自動車工業
,,"177.1
																									万円","172.9
																								万円","2019
(R01)","700
km",車検整備無,あり,保証付,シエンタ 1.5 G クエロ 自社 ロー ン対象車/自社 リース対象車,白真珠,千葉県,自社ローン・自社リース取扱店ＣＡＲＭＡＸ（カーマックス）
,,"184.6
																									万円","178.2
																								万円","2019
(R01)","5.3
万km",2026(R08)年07月,なし,保証付,シエンタ ハイブリッド 1.5 G フルセグナビバックカメラトヨタ認定中古車,銀Ｍ,静岡県,ネッツトヨタ静浜（株） 葵町店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6683595864/index.html,"120
																									万円","105.0
																								万円","2015
(H27)","4.1
万km",車検整備付,なし,保証付,シエンタ 1.5 X 全国対応1年保証付き/天井モニタ-/DVD再生ナビフルセグTV/自動ドア/istop/バックモニター/Bluetooth/1オーナー/7人乗り,白真珠,千葉県,株式会社オートステーション
,,"124.8
																									万円","109.8
																								万円","2017
(H29)","7.5
万km",車検整備付,なし,保証付,シエンタ 1.5 G 1年保証/7人乗り/安全装置/両側電動/Pスタート,黒Ｍ,神奈川県,カーショップＷＩＬＬ 海老名座間店
,,"199.8
																									万円","191.4
																								万円","2022
(R04)","5.3
万km",2027(R09)年06月,なし,保証付,シエンタ 1.5 ファンベース G クエロ ディスプレイオーディオ　クルーズコントロール　ドライブレコーダー　衝突被害軽減ブレーキ　ワンオーナ　ETC,薄茶II,山口県,トヨタカローラ山口 山口マイカーセンター
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6861317870/index.html,"187.7
																									万円","184.0
																								万円","2018
(H30)","3.3
万km",2026(R08)年07月,なし,保証付,シエンタ 1.5 G クエロ 修復歴無し,黒Ｍ,広島県,ガリバー 東広島西条ＩＣ店／株式会社ＳＡＮＫＹＯ
,,"25
																									万円","13.0
																								万円","2004
(H16)","18.6
万km",車検整備付,あり,保証無,シエンタ 1.5 X ETC 禁煙車 エクリプス地デジテレビ,銀Ｍ,熊本県,テクニカルショップ　ドリーム
,,"137
																									万円","123.0
																								万円","2018
(H30)","7.6
万km",車検整備付,なし,保証付,シエンタ ファンベース G,真珠,香川県,（株）カナマル
,,"171.6
																									万円","167.8
																								万円","2019
(R01)","6.4
万km",2026(R08)年09月,なし,保証付,シエンタ ハイブリッド 1.5 X /兵庫県/ガリバー垂水店,銀,兵庫県,ガリバー 兵庫県　先行登録店
,,"297.8
																									万円","282.0
																								万円","2023
(R05)","1.2
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z Z 7人乗りトヨタセーフティセンス,深灰,富山県,クリーンカーライフ
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6841280278/index.html,"178.6
																									万円","168.0
																								万円","2021
(R03)","1.5
万km",車検整備付,なし,保証付,シエンタ 1.5 X,真珠Ｍ,千葉県,ネッツトヨタ千葉 鎌ヶ谷店
,,"260.6
																									万円","250.0
																								万円","2023
(R05)","0.6
万km",車検整備付,なし,保証付,シエンタ 1.5 G,薄茶,富山県,トヨタモビリティ富山 中古車Ｇａｒａｇｅ山室
,,"167.8
																									万円","158.0
																								万円","2016
(H28)","6.1
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G 9incナビTV Bluetooth Bカメラ モデリスタ,黒Ｍ,宮城県,カープラザワールド 仙台南インター店
,,"69
																									万円","67.0
																								万円","2016
(H28)","11.1
万km",2027(R09)年03月,なし,保証無,シエンタ 1.5 X Blutooth対応ナビ/バックカメラ　片側パワースライドドア,赤Ｍ,大分県,イスラミック　トレーディング　カンパニー（株）
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6857479370/index.html,"172.5
																									万円","165.0
																								万円","2017
(H29)","3.1
万km",2026(R08)年10月,なし,保証付,シエンタ ハイブリッド 1.5 G クエロ,茶Ｍ,千葉県,千葉トヨタ自動車 アレス東金
,,"221.9
																									万円","211.6
																								万円","2020
(R02)","2.8
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G グランパー 純正SDナビ・フルセグTV・バックカメラ・プリクラッシュセーフティ・両側パワースライドドア・キーフリー・プッシュスタート・クルーズコントロール・ETC2.0・LED,薄茶,埼玉県,チューブ 坂戸店
,,"138.9
																									万円","135.9
																								万円","2016
(H28)","6.2
万km",2026(R08)年11月,なし,保証付,シエンタ 1.5 G 4WD 4WD　両側パワースライドドア　セーフティセンス　フルセグナビ　セーフティセンスC(プリクラッシュセーフティシステム/レーンディパーチャーアラート/オートマチックハイビーム/先行車発進告知機能),赤Ｍ,新潟県,ラビット ながおか花火館前店
,,"127.2
																									万円","119.4
																								万円","2020
(R02)","10.7
万km",車検整備付,あり,保証付,シエンタ ハイブリッド 1.5 ファンベース G セフティセンス/9型ナビ/TV/Bカメラ/Bluetoothオーデオ/両側自動ドア/LED/フォグ/ドラレコ/全国対応2年保証,薄茶,福岡県,カースペースＺＥＲＯ　ＪＵ適正販売店
,,"63.3
																									万円","48.0
																								万円","2015
(H27)","5.7
万km",車検整備付,あり,保証無,シエンタ 1.5 ダイス G イクリプスメモリーナビフルセグTV・DVD再生Bluetoothオーディオ・ETC付,赤紫Ｍ,埼玉県,ＥＮＤＬＥＳＳ，ＬＬＣ
,,"285.9
																									万円","280.7
																								万円","2022
(R04)","3.4
万km",2027(R09)年09月,なし,保証付,シエンタ ハイブリッド 1.5 Z /千葉県/ガリバーWOW!TOWN大宮店,緑,東京都,ガリバー 先行登録店
,,"83
																									万円","82.0
																								万円","2016
(H28)","12.8
万km",2027(R09)年05月,なし,保証無,シエンタ ハイブリッド 1.5 X ナビTV　バックカメラ　左パワースライド,茶,新潟県,ＢＵＬＫＨＥＡＤ　バルクヘッド
,,"239.3
																									万円","229.9
																								万円","2023
(R05)","5.8
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G ウェルキャブ 車いす仕様車 タイプI 助手席側セカンドシート付 車いす仕様車(スロープタイプIII),真珠Ｍ,和歌山県,トヨタカローラ和歌山 北島店
,,"70
																									万円","65.0
																								万円","2010
(H22)","5.8
万km",2027(R09)年11月,なし,保証無,シエンタ 1.5 X リミテッド 片側電動スライド ナビ Bカメラ LEDヘッド,薄茶黒,長野県,カーライフ信州
,,"298
																									万円","288.0
																								万円","2023
(R05)","2.9
万km",2026(R08)年11月,なし,保証無,シエンタ ハイブリッド 1.5 Z,緑,香川県,（有）カー工房
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6841116399/index.html,"155
																									万円","148.0
																								万円","2020
(R02)","5.1
万km",2027(R09)年02月,あり,保証付,シエンタ 1.5 G クエロ バックモニタ　ブレーキサポート　運転席エアバッグ　両側PSD　LEDランプ　ワンセグTV　キーフリー　ワンオーナー車　ウォークスルー　メモリ-ナビ　TVナビ　ABS　パワーウィンドウ　スマートキ　3列,銀Ｍ,兵庫県,兵庫トヨタ自動車（株） マイカーランド西宮
,,"299.8
																									万円","289.0
																								万円","2023
(R05)","1.4
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z トヨタ認定中古車　トヨタセーフティセンス　ブラインドスポットモニター　CD/DVD　AC100V,灰濃,石川県,（株）石川トヨペットカローラ 金沢本店中古車
,,"221.8
																									万円","215.8
																								万円","2023
(R05)","5.7
万km",2026(R08)年07月,なし,保証付,シエンタ 1.5 G TCナビ・フルセグ・バックカメラ・ドラレコ・TSS・ICS・LEDライト・ワンオーナー・ETC,薄茶,香川県,ネッツトヨタ高松 マロニエ店
,,"140.6
																									万円","131.0
																								万円","2015
(H27)","4.4
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G 両側パワースライドドア　純正ナビ　ETC　衝突被害軽減ブレーキ,銀Ｍ,広島県,広島トヨタ自動車 呉店
,,"137.5
																									万円","128.0
																								万円","2018
(H30)","8.6
万km",車検整備付,なし,保証付,シエンタ 1.5 X 4WD,銀,北海道,函館トヨタ自動車（株） ニューロード店
,,"243.3
																									万円","236.0
																								万円","2022
(R04)","2.9
万km",2027(R09)年10月,なし,保証付,シエンタ 1.5 G ディスプレイオーディオ　バックカメラ,真珠Ｍ,愛知県,ＮＴＰ名古屋トヨペット（株） 春日井店
,,"135.9
																									万円","124.9
																								万円","2017
(H29)","6
万km",車検整備無,なし,保証無,シエンタ 1.5 G 3列7人乗り　両側パワースライドドア　メモリーナビ　フルセグ　Bluetooth　バックカメラ　ビルトインETC　アルパイン後席モニター　TRDアルミ　オートLEDヘッドランプ　スマートキー　試乗OK,黒Ｍ,富山県,フェニックス　北陸富山店
,,"158.1
																									万円","148.0
																								万円","2021
(R03)","10.1
万km",2026(R08)年07月,なし,保証付,シエンタ ハイブリッド 1.5 G クエロ フルセグTV・ナビ・ドラレコ・ETC,黒,千葉県,トヨタカローラ千葉 習志野マイカーセンター
,,"130.6
																									万円","119.0
																								万円","2015
(H27)","7
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G CD　DVD再生　フルセグテレビ　メモリナビ　ハロゲンヘッドランプ　両側パワースライドドア　ETC車載器　バックモニター　スマートキー　エンジンイモビライザー,銀Ｍ,大阪府,大阪トヨペット（株） Ｕ－Ｃａｒランド外環東大阪店
,,"308.9
																									万円","300.0
																								万円","2023
(R05)","2.1
万km",2026(R08)年12月,なし,保証付,シエンタ ハイブリッド 1.5 Z 1年間走行無制限保証　ペダル踏み間違い　衝突回避被害軽減　車線逸脱警報機能　メモリナビ　フルセグTV　バックカメラ　パノラミックモニタ　後席用モニター　ドライブレコーダー　ETC　クルーズコントロール,灰,千葉県,トヨタカローラ千葉 木更津マイカーセンター
,,"108
																									万円","98.0
																								万円","2015
(H27)","10.6
万km",2026(R08)年08月,なし,保証付,シエンタ 1.5 G 4WD 後席両側パワースライドドア・ナビ地デジTV,黒Ｍ,青森県,カーネッツ八戸
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6794069672/index.html,"295
																									万円","289.8
																								万円","2023
(R05)","2.6
万km",2026(R08)年04月,なし,保証付,シエンタ ハイブリッド 1.5 Z /スマートキー/プッシュスタート/純正10.5インチナビ/フルセグ/全方位カメラ/衝突軽減/レーンアシスト/BSM/アダプティブクルーズ/両側パワースライド/ユーザー買取/禁煙車/ワンオーナー,白真珠,岡山県,映クラ ラビット岡山青江店
,,"88
																									万円","77.7
																								万円","2013
(H25)","6.1
万km",車検整備付,なし,保証付,シエンタ 1.5 ダイス 4WD 両側スライドドア　7人乗り,真珠,新潟県,ファミリーオート　ジョックス大学前店
,,"185.1
																									万円","175.0
																								万円","2021
(R03)","7.3
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 ファンベース G クエロ,黒Ｍ,新潟県,新潟トヨタ自動車 新潟マイカーセンター
,,"243.3
																									万円","233.0
																								万円","2022
(R04)","5
万km",車検整備付,なし,保証付,シエンタ 1.5 Z 1年間走行無制限保証　ペダル踏み間違い　衝突回避被害軽減　車線逸脱警報機能　ナビ　フルセグTV　パノラミックモニタ　ドラレコ　ETC　クルコン　電動スライドドア　LEDヘッドライト　ブラインドモニタ,灰,千葉県,トヨタカローラ千葉 船橋北口マイカーセンター
,,"165
																									万円","156.0
																								万円","2017
(H29)","6
万km",2026(R08)年08月,なし,保証付,シエンタ ハイブリッド 1.5 G ナビTV・ドラレコ・バックカメラ・ETC,黒Ｍ,鹿児島県,新園自動車 ＪＵ鹿児島カーパーク店
,,"89.8
																									万円","80.0
																								万円","2015
(H27)","9.9
万km",車検整備無,あり,保証付,シエンタ ハイブリッド 1.5 G 両側電動スライドドア　フォグランプ　ナビ　オートエアコン　革巻きハンドル　ETC,青,宮城県,（有）白石オートサービス　セントス大河原店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6647250830/index.html,"160.5
																									万円","149.0
																								万円","2016
(H28)","5.2
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G 純正ナビ　バックカメラ　ETC　ドラレコ　両側パワースライドドア　LEDヘッドライト　オートライト　フォグライト　シートヒーター,銀,広島県,カーランドサファリ ＲＣＣ中古車展示場ＭＥＧＡ　広島店
,,"292
																									万円","273.8
																								万円","2023
(R05)","3.8
万km",車検整備無,なし,保証付,シエンタ ハイブリッド 1.5 Z TSS ナビ 7人,薄灰青,熊本県,オートベル 東バイパス店
,,"279.8
																									万円","268.9
																								万円","2022
(R04)","3.3
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z 禁煙車　10.5インチディスプレイ　ナビ　フルセグTV　Bluetooth　バックカメラ　前席左右シートヒーター&ステアリングヒーター　両側パワースライドドア　ETC2.0車載器　AC100V,青,山口県,株式会社大島商会
,,"322.7
																									万円","315.0
																								万円","2025
(R07)","0.9
万km",2028(R10)年02月,なし,保証付,シエンタ ハイブリッド 1.5 Z サポカー　フルセグテレビ　スマートキー付,黒,福岡県,福岡トヨタ自動車 福岡トヨタ特選展示場　八幡
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6089414590/index.html,"178.9
																									万円","163.0
																								万円","2019
(R01)","3.4
万km",2026(R08)年10月,なし,保証付,シエンタ 1.5 X 1年無償保証 BT対応ナビ Bカメラ キ-レス,銀,福岡県,ラインナップ株式会社
,,"256.6
																									万円","249.0
																								万円","2022
(R04)","7.6
万km",2027(R09)年09月,なし,保証付,シエンタ ハイブリッド 1.5 Z 1年間走行無制限保証　ペダル踏み間違い　衝突回避被害軽減　車線逸脱警報機能　メモリナビ　フルセグTV　バックカメラ　パノラミックモニタ　ドラレコ　ETC　クルーズコントロール　電動スライドドア,真珠Ｍ,千葉県,トヨタカローラ千葉 茂原マイカーセンター
,,"294.5
																									万円","284.9
																								万円","2023
(R05)","2.8
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 Z 10.5型純正ナビ・全方位カメラ・ETC・両側電動スライドドア・アダプティブクルーズ・盗難防止装置・衝突被害軽減・ミュージックプレイヤー接続可・Bluetooth・レーンキープアシスト,真珠白,福島県,カーセブン　いわき店
,,"362
																									万円","349.0
																								万円","2025
(R07)","3
km",新車未登録,なし,保証付,シエンタ ハイブリッド 1.5 Z コンフォートパッケージ　15インチアルミホイール　コネクティッドナビ　ETC2.0　PVM　BSM　天井サーキュレーター　トヨタチームメイト　Bluetooth　ACコンセント　電動サイドブレーキ,真珠,千葉県,Ｍ’ｚ　ＳＰＥＥＤ　ＣＨＩＢＡ／エムズスピード千葉
,,"139.9
																									万円","128.8
																								万円","2016
(H28)","5.2
万km",車検整備付,なし,保証付,シエンタ 1.5 G 初度平成28年8月 車検整備付 走行52295km 両側電動スライドドア 社外AW ナビ+リヤカメラ+ETC 3列シート 7人乗 スマートキー Pホワイト,白真珠,静岡県,株式会社ホンダプラザ富士 ホンダカーズ富士西
,,"125.6
																									万円","113.0
																								万円","2016
(H28)","9.1
万km",車検整備無,なし,保証付,シエンタ 1.5 G 4WD,白,福島県,（有）カーライフ福島　オニキス福島
,,"120.1
																									万円","108.0
																								万円","2015
(H27)","3.6
万km",車検整備付,なし,保証付,シエンタ 1.5 X ナビ　フルセグ　スマートキー　ETC,青Ｍ,石川県,エルカーショップ金沢店　（株）バイセル
,,"177.8
																									万円","163.0
																								万円","2019
(H31)","5.1
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G スマートキー　両側パワースライドドア,黒Ｍ,富山県,ｍｏｔｏｒ　１　（モーターワン）
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6841279712/index.html,"125.8
																									万円","118.0
																								万円","2016
(H28)","7.3
万km",2027(R09)年01月,なし,保証付,シエンタ ハイブリッド 1.5 G トヨタ認定中古車/後席モニター,銀Ｍ,千葉県,千葉トヨタ自動車 アレス船橋
,,"268
																									万円","248.0
																								万円","2022
(R04)","2.9
万km",2026(R08)年09月,なし,保証付,シエンタ 1.5 Z 1年無制限距離保証付　自社ワンオーナー,白真珠,愛知県,（株）イブリティー
,,"187.9
																									万円","178.4
																								万円","2020
(R02)","4.9
万km",2027(R09)年01月,なし,保証付,シエンタ 1.5 G クエロ 社外ナビ　バックモニター　両側パワースライドドア　シートヒーター　ステアリングヒーター　ETC　ハーフレザーシート　スマートキー,黒Ｍ,三重県,アップル伊勢中央店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6594016340/index.html,"152.5
																									万円","143.0
																								万円","2016
(H28)","7.5
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G 純正ナビ・フルセグTV・バックモニター・ETC・両側パワースライドドア・LEDヘッドライト・純正アルミ・スマートキー・3列シート,白真珠,香川県,トヨタカローラ香川 観音寺店
,,"108
																									万円","96.0
																								万円","2016
(H28)","9.6
万km",車検整備付,なし,保証付,シエンタ 1.5 G 修復歴無・法定整備付・トヨタセーフティセンス・両側オートスライドドア・フルセグナビ・Bカメラ・DVD再生・Bluetoothオーディオ・フルオートエアコン・スマートキー・Pスタート・電格ミラー・ETC ・,黄,高知県,カーバンク
,,"295
																									万円","276.8
																								万円","2022
(R04)","3.6
万km",車検整備無,なし,保証付,シエンタ ハイブリッド 1.5 Z TSS 10.5DA PVM AW 5人,深灰,熊本県,オートベル サンロードシティ人吉店
,,"199
																									万円","185.0
																								万円","2022
(R04)","2.7
万km",車検整備付,あり,保証付,シエンタ 1.5 G セーフティ エディションII 純正ナビ　バックモニター　ETC　ドライブレコーダー　両側パワースライド,白,石川県,サンケイ自動車
,,"295
																									万円","288.0
																								万円","2022
(R04)","3.1
万km",2027(R09)年11月,なし,保証付,シエンタ ハイブリッド 1.5 Z,緑,鹿児島県,ネッツトヨタ鹿児島株式会社 姶良店
,,"185.2
																									万円","179.5
																								万円","2019
(R01)","3.7
万km",2026(R08)年12月,なし,保証付,シエンタ 1.5 G 7人乗り　純正ナビ　トヨタセーフティセンス　バックカメラ　両側電動スライドドア　スマートキー　ETC2.0　オートエアコン　コーナーセンサー　アームレスト　オートハイビーム　ワンオーナー　後期モデル,真珠白,神奈川県,イタガキ
,,"205.9
																									万円","200.0
																								万円","2020
(R02)","4.3
万km",2027(R09)年02月,なし,保証付,シエンタ 1.5 G 4WD,黄黒II,青森県,ネッツトヨタみちのく Ｕ－ＭＡＸ弘前
,,"249.8
																									万円","243.0
																								万円","2022
(R04)","4.2
万km",2027(R09)年10月,なし,保証付,シエンタ 1.5 Z ドラレコ・ブラインドモニタ・ディスプレイオーディオPlus・両側電動スライドドア・LEDヘッドライト,緑,愛媛県,愛媛トヨタ自動車 大洲店
,,"185.8
																									万円","179.0
																								万円","2020
(R02)","5.1
万km",2027(R09)年08月,なし,保証付,シエンタ 1.5 ファンベース G セーフティ エディション,真珠Ｍ,茨城県,茨城トヨタ自動車株式会社 ひたち野うしく店
,,"163.1
																									万円","156.0
																								万円","2018
(H30)","6
万km",2027(R09)年03月,なし,保証付,シエンタ 1.5 G クエロ 1年間走行無制限保証　ペダル踏み間違い　衝突回避被害軽減　車線逸脱警報機能　メモリナビ　フルセグTV　バックカメラ　ETC　クルーズコントロール　電動スライドドア　LEDヘッドライト　DVD再生,茶,千葉県,トヨタカローラ千葉 木更津マイカーセンター
,,"172.1
																									万円","161.7
																								万円","2019
(H31)","4.9
万km",車検整備付,なし,保証付,シエンタ 1.5 ファンベース G,銀Ｍ,香川県,トヨタカローラ香川 観音寺店
,,"122
																									万円","112.3
																								万円","2015
(H27)","9.4
万km",2026(R08)年08月,なし,保証付,シエンタ 1.5 G 4WD ナビ　TV　スマートキー,茶,岩手県,有限会社　八木自動車サービス
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6818703947/index.html,"80.5
																									万円","70.5
																								万円","2015
(H27)","13.5
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G トヨタセーフティセンス純正OPAW純正Bluetooth接続ナビTVスマートキー両側電動ドア,銀Ｍ,千葉県,株式会社シルバード
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6786299338/index.html,"129.5
																									万円","121.0
																								万円","2015
(H27)","9.2
万km",2026(R08)年09月,なし,保証付,シエンタ ハイブリッド 1.5 G,黒Ｍ,茨城県,イタコ自販 石岡店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6218678347/index.html,"115.8
																									万円","98.8
																								万円","2016
(H28)","10.5
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G ナビ Bカメ TSS エアロ AW 両Pドア 2年保証,黒Ｍ,福岡県,オートステーション　人気のミニバン専門店　ＪＵ適正販売店
,,"88.6
																									万円","79.0
																								万円","2015
(H27)","10
万km",2026(R08)年12月,なし,保証無,シエンタ ハイブリッド 1.5 X キーレス　両側スライド左パワースライドドア　純正SDナビ　ワンセグ　バックカメラ　Bluetooth　ETC　オートマチックハイビーム　衝突被害軽減ブレーキ　レーンキープ　3列シート　7人乗り　オートエアコン,黄,富山県,ｍｏｔｏｒ　１　（モーターワン）
,,"185
																									万円","174.3
																								万円","2019
(R01)","3.3
万km",車検整備無,なし,保証無,シエンタ ハイブリッド 1.5 ファンベース G,赤,福島県,（有）オートショップ福島
,,"320.8
																									万円","304.6
																								万円","2023
(R05)","2.2
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G E-Four 4WD クルーズコントロール　スマートキー　両側パワースライドドア　Bluetooth接続　バックカメラ　オートハイビーム　クリアランスソナー,真珠,山形県,（株）カーサービス山形 本社・山形店
,,"184.6
																									万円","175.0
																								万円","2021
(R03)","5.4
万km",車検整備付,なし,保証付,シエンタ 1.5 G ナビ/ドラレコ/LED/ETC/Bカメラ/7人/,真珠Ｍ,広島県,広島トヨタ自動車 三次店
,,"265.6
																									万円","255.0
																								万円","2023
(R05)","3.2
万km",2026(R08)年11月,なし,保証付,シエンタ HYBRID Z 7人乗り,緑,石川県,株式会社　ファースト・モータース
,,"38
																									万円","29.0
																								万円","2010
(H22)","11.4
万km",2026(R08)年05月,なし,保証付,シエンタ 1.5 X リミテッド ナビ　フルセグTV　Bluetoothオーディオ　バックカメラ　ETC　左パワースライド　7人乗り　フルエアロ,灰Ｍ,千葉県,バリューワン １２６号店
,,"227.8
																									万円","209.0
																								万円","2022
(R04)","2
万km",2026(R08)年05月,なし,保証付,シエンタ 1.5 G セーフティ エディションII レーダー探知機　ナビ　ETC　ドラレコ付き,真珠,鹿児島県,株式会社フルカワ
,,"233
																									万円","226.6
																								万円","2021
(R03)","2.2
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 ファンベース G セーフティ エディション /群馬県/ガリバー前橋南インター店,赤Ｍ,東京都,ガリバー 先行登録店
